Editor ID;Form ID;Count;Users;Name;Script;Water Type;Model;Size;Quest Object
NVDLC04SetDivideCaveWeatherTrigger;04007931;2;0;;NVDLC04SetDivideCaveWeatherTriggerSCRIPT;;;192;No
NVDLC04ForceDivideCaveWeatherTrigger;04007968;1;0;;NVDLC04ForceDivideCaveWeatherTriggerSCRIPT;;;342;No
NVDLC04ForceDivideNormalWeatherTrigger;04007969;1;0;;NVDLC04ForceDivideNormalWeatherTriggerSCRIPT;;;348;No
NVDLC04MissileLaunch;04007CED;1;0;;;;NVDLC04\Effects\NVDLC04_Missile-Launch\NVDLC04_Silo-Launch.NIF;5340;No
NVDLC04DivideDeathclawCaveInTrigger;04007D20;1;0;;NVDLC04DivideDeathclawCaveInTriggerSCRIPT;;;500;No
NVDLC04DivideRumbleTrigger;04007D21;9;0;;NVDLC04DivideRumbleTriggerSCRIPT;;;443;No
NVDLC04Silo1EDETrigger01;04008470;1;0;EDE Powers Silo;NVDLC04Silo1EDETrigger01SCRIPT;;;191;No
NVDLC04LaunchControlActivator;0400868D;1;0;Control Station;NVDLC04LaunchControlActivatorSCRIPT;;NVDLC04\Clutter\consoles\NVDLC04EdEInterfaceConsoleDirty.NIF;121;No
NVDLC04MQ01cTrigger;04008690;1;0;Gas Valve;NVDLC04MQ01cTriggerSCRIPT;;;1073;No
NVDLC04DivideBldgWarhead;04008694;1;0;Warhead;NVDLC04DivideBldgWarheadSCRIPT;;NVDLC04\Clutter\Rocket\NVDLC04Warhead.NIF;199;No
NVDLC04HighRoadEntryTRIGGER;040086BE;1;0;;NVDLC04HighRoadEntrySCRIPT;;;309;No
NVDLC04DivideDeathclawWarhead;04008722;1;0;;NVDLC04DivideDeathclawWarheadSCRIPT;;NVDLC04\Clutter\Rocket\NVDLC04Warhead.NIF;199;No
NVDLC04DeathclawBossTargetTrigger;04008723;1;0;;NVDLC04DeathclawBossTargetTriggerSCRIPT;;;480;No
NVDLC04UlyssesTrigger1;040087E0;1;0;Road01 Ulysses EDE Trigger;NVDLC04UlyssesTrigger1SCRIPT;;;205;No
NVDLC04UlyssesTrigger2;040087E3;1;0;Gas Valve;NVDLC04UlyssesTrigger3SCRIPT;;;320;No
NVDLC04Road01ExitCodeHolder;0400891D;1;0;Direct the Show;NVDLC04Road01ExitBarrierCodeHolderSCRIPT;;;139;No
NVDLC04Silo01Floor02AwakenBotTrigger;0400894D;1;0;Awaken Bot;NVDLC04Silo01Floor02AwakenBotTriggerSCRIPT;;;55;No
NVDLC04Silo01MainframeONOFF;0400894E;1;0;Hopeville Silo Mainframe Controls;NVDLC04Silo01MainframeSCRIPT;;NVDLC04\Clutter\consoles\NVDLC04EdEInterfaceConsoleWall.NIF;41;No
NVDLC04Silo1EDEMainframeActivateTrigger;0400894F;1;0;EDE AddScriptPackage Trigger;NVDLC04Silo01EDEMainframeActivateTriggerSCRIPT;;;285;No
NVDLC04DivideFlares01Trigger;04008958;1;0;;NVDLC04DivideFlares01TriggerSCRIPT;;;753;No
NVDLC04DivideEnableTrigger;04008999;12;0;;NVDLC04DivideEnableTriggerSCRIPT;;;154;No
NVDLC04DivideFlareLaunchTrigger;0400899A;1;0;;NVDLC04DivideFlareLaunchSCRIPT;;;1033;No
NVDLC04KillTrigger;0400899B;20;0;;NVDLC04KillTriggerSCRIPT;;;2172;No
NVDLC04Road01MMCamp01GuardsAwakenTrigger;040089F1;1;0;Awaken Guard Duadz;NVDLC04Road01MMCamp01GuardsAwakenTriggerSCRIPT;;;494;No
NVDLC04Road01Camp01CodeHolder;040089F2;1;0;Direct the Show;NVDLC04Road01MMCamp01CodeHolderSCRIPT;;;139;No
NVDLC04Road01MMCamp01Scout01AwakenTrigger;040089F3;3;0;Awaken Scout Dood;NVDLC04Road01MMCamp01Scout01AwakenTriggerSCRIPT;;;659;No
NVDLC04EDEHappyTrigger;04008A44;2;0;;NVDLC04EDEHappyTriggerSCRIPT;;;309;No
NVDLC04EDESadTrigger;04008A45;1;0;;NVDLC04EDESadTriggerSCRIPT;;;0;No
NVDLC04EDEExcitedTrigger;04008A47;3;0;;NVDLC04EDEExcitedTriggerSCRIPT;;;0;No
NVDLC04EDEScaredTrigger;04008A49;6;0;;NVDLC04EDEScaredTriggerSCRIPT;;;0;No
NVDLC04Silo01RevealCodeHolder;04008BA5;1;0;Direct the Show;NVDLC04Silo01RevealCodeHolderSCRIPT;;;84;No
NVDLC04DivideDisableTrigger;04008C0C;9;0;;NVDLC04DivideDisableTriggerSCRIPT;;;407;No
NVDLC04DivideWPTunnelerTrigger;04008C0D;1;0;;NVDLC04DivideWPTunnelerTriggerSCRIPT;;;371;No
NVDLC04Silo01CodeHolder;04008E0E;1;0;Direct Silo Show;NVDLC04Silo01CodeHolderSCRIPT;;;111;No
NVDLC04Road01EDEWarheadRevealTrigger;04008EF0;2;0;Start the Show;NVDLC04Road01EDEWarheadRevealTriggerSCRIPT;;;828;No
NVDLC04Road01StartCodeHolder;04008EF1;1;0;Direct Hopeville Show;NVDLC04Road01StartCodeHolderSCRIPT;;;139;No
NVDLC04DivideSniperWarhead01;04008FA7;1;0;Warhead;NVDLC04DivideSniperWarhead01SCRIPT;;NVDLC04\Clutter\Rocket\NVDLC04Warhead.NIF;199;No
NVDLC04DivideSniperWarhead03;04008FA8;1;0;Warhead;NVDLC04DivideSniperWarhead03SCRIPT;;NVDLC04\Clutter\Rocket\NVDLC04Warhead.NIF;199;No
NVDLC04DivideSniperWarhead02;04008FA9;1;0;Warhead;NVDLC04DivideSniperWarhead02SCRIPT;;NVDLC04\Clutter\Rocket\NVDLC04Warhead.NIF;199;No
NVDLC04Road01MidCodeHolder;04008FE7;1;0;Direct Hopeville Show;NVDLC04Road01MidCodeHolderSCRIPT;;;139;No
NVDLC04Road01MMCamp02Scout01AwakenTrigger;04008FE8;3;0;Awaken Scout Dood;NVDLC04Road01MMCamp02Scout01AwakenTriggerSCRIPT;;;569;No
NVDLC04DivideStartCombatTrigger;04009072;3;0;;NVDLC04DivideStartCombatTriggerSCRIPT;;;851;No
NVDLC04WarheadSide;04009144;0;0;Warhead;NVDLC04WarheadSCRIPT;;NVDLC04\Clutter\Rocket\NVDLC04WarheadSide.NIF;256;No
NVDLC04SlideShowTrigger;0400923B;1;0;SlideShow Trigger;NVDLC04SlideShowTriggerSCRIPT;;;184;No
NVDLC04Silo01MaintenanceBot01;04009301;1;0;Maintenance Bot;NVDLC04Silo01MaintenanceBotSCRIPT;;NVDLC04\Dungeons\Silo\NVDLC04_Silo_EdeClone01.NIF;0;No
NVDLC04Silo01MaintenanceBot02;04009302;1;0;Maintenance Bot;NVDLC04Silo01MaintenanceBotSCRIPT;;NVDLC04\Dungeons\Silo\NVDLC04_Silo_EdeClone02.NIF;556;No
NVDLC04UlyssesBattleCodebox;04009381;1;0;;NVDLC04UlyssesBattleCodeboxSCRIPT;;;111;No
NVDLC04TempleDoorLockTrigger;04009382;1;0;;NVDLC04TempleDoorLockTriggerSCRIPT;;;309;No
NVDLC04TempleEyebotControl01;04009383;1;0;Eyebot Control Console;NVDLC04TempleEyebotControl01SCRIPT;;Clutter\Consoles\Console02.NIF;122;No
NVDLC04TempleEyebotControl02;04009384;1;0;Eyebot Control Console;NVDLC04TempleEyebotControl02SCRIPT;;Clutter\Consoles\Console02.NIF;122;No
NVDLC04Silo01BowieKnifeCodeHolder;0400941A;1;0;Bowie Knife Fun;NVDLC04Silo01BowieKnifeRobotCodeHolderSCRIPT;;;111;No
NVDLC04TunnelTunnelerScareTrigger;0400941B;1;0;Awaken Tunneler;NVDLC04TunnelTunnelerScareTriggerSCRIPT;;;716;No
NVDLC04TunnelSoundScareTrigger;0400941C;1;0;Creep Out;NVDLC04TunnelSoundScareTriggerSCRIPT;;;595;No
NVDLC04TunnelCodeHolder;0400941D;1;0;Direct the Show;NVDLC04TunnelCodeHolderSCRIPT;;;284;No
NVDLC04TunnelSoundScare02Trigger;04009493;1;0;Creep Out;NVDLC04TunnelSoundScare02TriggerSCRIPT;;;576;No
NVDLC04TunnelSoundCreepTrigger;04009494;4;0;Creep Out;NVDLC04TunnelSoundCreepTriggerSCRIPT;;;756;No
NVDLC04TunnelFinaleTrigger;04009495;1;0;Creep Out;NVDLC04TunnelFinaleTriggerSCRIPT;;;0;No
NVDLC04EDEAccessPoint;0400950C;0;0;ED-E Access Point;NVDLC04EDEAccessPointSCRIPT;;NVDLC04\Clutter\consoles\NVDLC04EdEInterfaceConsoleWall.NIF;41;No
NVDLC04EDEAudioLog02Trigger;04009717;1;0;;NVDLC04EDEAudioLog02TriggerSCRIPT;;;155;No
NVDLC04EDEAudioLog03Trigger;04009718;1;0;;NVDLC04EDEAudioLog03TriggerSCRIPT;;;303;No
NVDLC04EDEAudioLog04Trigger;04009719;1;0;;NVDLC04EDEAudioLog04TriggerSCRIPT;;;731;No
NVDLC04EDEAudioLog05Trigger;0400971A;0;0;;NVDLC04EDEAudioLog05TriggerSCRIPT;;;0;No
NVDLC04EDEAudioLog06Trigger;0400971B;0;0;;NVDLC04EDEAudioLog06TriggerSCRIPT;;;147;No
NVDLC04EDEAudioLog07Trigger;0400971C;1;0;;NVDLC04EDEAudioLog07TriggerSCRIPT;;;198;No
NVDLC04EDEAudioLog08Trigger;0400971D;1;0;;NVDLC04EDEAudioLog08TriggerSCRIPT;;;238;No
NVDLC04EDEAudioLog09Trigger;0400971E;0;0;;NVDLC04EDEAudioLog09TriggerSCRIPT;;;0;No
NVDLC04EDEAudioLog10Trigger;0400971F;0;0;;NVDLC04EDEAudioLog10TriggerSCRIPT;;;0;No
NVDLC04Silo02ElevatorExplosionsCodeHolder;0400974A;1;0;Direct Elevator Explosions;NVDLC04Silo02ElevatorExplosionsCodeHolderSCRIPT;;;249;No
NVDLC04Silo02ElevatorCodeHolder;0400974B;1;0;Direct Elevator Show;NVDLC04Silo02ElevatorCodeHolderSCRIPT;;;249;No
NVDLC04Silo02EntranceTrigger;040099FF;1;0;Gas Valve;NVDLC04Silo02EntranceTriggerSCRIPT;;;392;Yes
NVDLC04Silo2ElevatorControls;04009C2C;1;0;Ashton Silo Lift Controls;NVDLC04Silo1ElevatorScript;;dungeons\vault\accessories\controlpanelvault01.nif;68;No
NVDLC04TempleLaunchTerminal;04009C94;1;0;Missile Launch Terminal;NVDLC04TempleLaunchTerminalSCRIPT;;NVDLC04\Clutter\consoles\NVDLC04EdEInterfaceConsoleDirty.NIF;121;No
NVDLC04DyingBreathNote;04009FEA;0;0;Dying Breath Note;NVDLC04DyingBreathSCRIPT;;clutter\junk\paper01.nif;0;No
NVDLC04TunnelSoundScare03Trigger;0400A32B;1;0;Creep Out;NVDLC04TunnelSoundScare03TriggerSCRIPT;;;595;No
NVDLC04Road02DeathclawTrigger;0400A386;1;0;Road 02 Deathclaw Trigger;NVDLC04Road02DeathclawTriggerSCRIPT;;;489;No
NVDLC04UlyssesGrenadeTrigger;0400A673;2;0;NVDLC04 Ulysses Grenade Trigger;NVDLC04UlyssesGrenadeTriggerSCRIPT;;;315;No
NVDLC04Silo01EDEReleaseCodeHolder;0400A7D3;1;0;Direct EDE's Release Show;NVDLC04Silo01EDEReleaseCodeHolderSCRIPT;;;84;No
NVDLC04SatchelChargeThrowing01;0400A7D7;6;0;;NVDLC04SatchelChargeThrowing01SCRIPT;;;146;No
NVDLC04TrapLaserTripwire;0400A826;5;0;Laser Tripwire;NVDLC04TrapLaserTripwireBeamSCRIPT;;Traps\LaserTripwire01-512.NIF;256;No
NVDLC04TrapLaserTripwireEmitter;0400A82A;5;1;Laser Tripwire Emitter;NVDLC04TrapLaserTripwireEmitterSCRIPT;;Traps\LaserTripwireEmitter01.NIF;11;No
NVDLC04EDECommissary;0400A870;4;1;Commissary Terminal;NVDLC04EDECommissarySCRIPT;;NVDLC04\Clutter\consoles\NVDLC04EdEInterfaceConsoleWall.NIF;41;No
NVDLC04Silo01Floor01AwakenBotTrigger;0400A90B;1;0;Awaken Bot;NVDLC04Silo01Floor01AwakenBotTriggerSCRIPT;;;156;No
NVDLC04EDECommissaryAccessTrigger;0400AB52;6;0;Gas Valve;NVDLC04EDECommissaryAccessTriggerSCRIPT;;;195;No
NVDLC04TunnelDeathclawRushTrigger;0400AC94;1;0;Run Deathclaw Run;NVDLC04TunnelDeathclawRushTriggerSCRIPT;;;439;No
NVDLC04UlyssesLootTrigger;0400B06E;1;0;Ulysses Loot Trigger;NVDLC04UlyssesLootTriggerSCRIPT;;;229;No
NVDLC04Road02TunnelerTrigger;0400B648;1;0;Tunneler Spawn Trigger;NVDLC04Road02TunnelerTriggerSCRIPT;;;380;No
NVDLC04TempleKlaxonLight;0400B657;5;0;;KlaxonLightScript;;Dungeons\Vault\RoomU\Klaxon.NIF;77;No
NVDLC04TempleKillTrigger;0400B658;8;0;Temple Kill Trigger;NVDLC04TempleKillTriggerSCRIPT;;;748;No
NVDLC04Silo02ExplosionTrigger;0400B6B0;4;0;;NVDLC04Silo02ExplosionTriggerSCRIPT;;;388;No
NVDLC04EDECommissaryDirty;0400B8F6;2;1;Commissary Terminal;NVDLC04EDECommissarySCRIPT;;NVDLC04\Clutter\consoles\NVDLC04EdEInterfaceConsoleDirtyWall.NIF;41;No
NVDLC04UlyssesTempleIsPS3;0400B99C;1;0;;NVDLC04UlyssesTempleIsPS3CodeboxSCRIPT;;;111;No
NVDLC04Road01MMCamp03CodeHolder;0400BCFA;1;0;Direct the Show;NVDLC04Road01MMCamp03WarheadFireworksSCRIPT;;;139;No
NVDLC04Road02KlaxonLight;0400BEE4;1;0;;NVDLC04Road02KlaxonLightSCRIPT;;Dungeons\Vault\RoomU\Klaxon.NIF;77;No
NVDLC04RadioTowerStartTrigger;0400C122;1;0;;NVDLC04RadioTowerStartSCRIPT;;;1077;No
NVDLC04EDEMissileLaunchTrigger;0400C1EE;1;0;Gas Valve;NVDLC04EDEMissileLaunchTriggerSCRIPT;;;287;No
NVDLC04NukedLegionBoat;0400C46B;2;0;Boat to Nuked Legion Encampment;NVDLC04NukedLegionBoatSCRIPT;;vehicles\boat03d.nif;141;No
NVDLC04CompletionTrigger;0400C47A;1;0;;NVDLC04CompletionTriggerSCRIPT;;;347;No
NVDLC04RedGlareStatic;0400C60F;1;0;Red Glare;NVDLC04Road01RedGlareActivatorSCRIPT;;NVDLC04\Clutter\NVDLC04_Red-Glare-Static\NVDLC04_Red-Glare-Static.NIF;49;No
NVDLC04EDEFlyAwayTrigger;0400C6AE;0;0;;NVDLC04EDEFlyAwayTriggerSCRIPT;;;337;No
NVDLC04DivideBuildingFallCodebox;0400C75A;1;0;;NVDLC04DivideBuildingFallSCRIPT;;;272;No
NVDLC04SunstoneTriggerREF;0400C7F4;1;0;Gas Valve;NVDLC04SunstoneTriggerREFSCRIPT;;;205;No
NVDLC04MaintenanceTrigger;0400C7F8;1;0;Gas Valve;NVDLC04MaintenanceTriggerSCRIPT;;;263;No
NVDLC04SLWasteDisposalTrigger;0400C828;1;0;Waste Disposal Station Trigger;NVDLC04TunnelerLVLWasteRefTrigger;;Architecture\Wasteland\WaterTowerPipes01.NIF;326;No
NVDLC04DivideSLWasteDisposalTT;0400C82E;1;0;NVDLC04DivideTrigger2;NVDLC04WasteDisposalTrigger2;;;276;No
NVDLC04EntranceSafetyTrigger;0400C867;7;0;;NVDLC04SafetyTriggerSCRIPT;;;427;No
NVDLC04SiloElevatorShaft02;0400C9B6;1;0;;;;NVDLC04\Dungeons\Silo\Silo_Elevator\NVDLC04_Silo-Elevator-Shaft02.NIF;2647;No
NVDLC04SiloElevatorShaft03;0400C9B8;1;0;;;;NVDLC04\Dungeons\Silo\Silo_Elevator\NVDLC04_Silo-Elevator-Shaft03.NIF;3183;No
NVDLC04SiloElevatorShaft04;0400C9BA;1;0;;;;NVDLC04\Dungeons\Silo\Silo_Elevator\NVDLC04_Silo-Elevator-Shaft04.NIF;2816;No
NVDLC04SiloElevatorShaft05;0400C9BC;1;0;;;;NVDLC04\Dungeons\Silo\Silo_Elevator\NVDLC04_Silo-Elevator-Shaft05.NIF;3183;No
NVDLC04SiloElevatorShaft06;0400C9BE;1;0;;;;NVDLC04\Dungeons\Silo\Silo_Elevator\NVDLC04_Silo-Elevator-Shaft06.NIF;1450;No
NVDLC04EDETempleRevealCodeHolder;0400CA79;1;0;Gas Valve;NVDLC04EDETempleRevealCodeHolderSCRIPT;;;110;No
NVDLC04Silo02DoorSwapCodeHolder;0400CB76;1;0;No More Lift For U;NVDLC04Silo02DoorSwapCodeholderSCRIPT;;;66;No
NVDLC04Silo01WelcomeDoorTrigger;0400CB77;1;0;Welcome to Silo01;NVDLC04Silo01WelcomeDoorTriggerSCRIPT;;;288;No
NVDLC04NukedBlastTrigger;0400CB8C;3;0;;NVDLC04NukedBlastSCRIPT;;;5733;No
NVDLC04AutoDoc;0400CBD3;4;0;Auto-Doc;NVDLC04AutoDocSCRIPT;;NVDLC01\clutter\NVDLC01_AutoDoc\NVDLC01_AutoDoc.NIF;156;No
NVDLC04EDEHireTrigger;0400CD4A;1;0;Gas Valve;NVDLC04EDEHireTriggerSCRIPT;;;120;No
NVDLC04UlyssesVistaCodeHolder;0400CDB0;1;0;Direct the Show;NVDLC04UlyssesVistaCodeHolderSCRIPT;;;304;No
NVDLC04PostDLCExplosionTrigger;0400CEE1;0;0;;NVDLC04PostDLCExplosionTriggerSCRIPT;;;167;No
NVDLC04NukeLegionSwimTrigger;0400CF1C;1;0;NVDLC04 Nuke Legion Swim Trigger;NVDLC04NukeLegionSwimTriggerSCRIPT;;;2693;No
NVDLC04Road01MusicTrigger;0400CFE7;1;0;;NVDLC04Road01MusicScript;;;635;No
NVDLC04EDETerminalLever;0400D12A;2;0;Terminal Lever;NVDLC04Silo01BlastDoorLeverSCRIPT;;NVDLC04\Clutter\consoles\NVDLC04EdEInterfaceConsoleButton.NIF;27;No
NVDLC04EDETerminalWallLever;0400D1C7;0;0;;NVDLC04Silo01MainframeLeverSCRIPT;;NVDLC04\Clutter\consoles\NVDLC04EdEInterfaceConsoleWallButton.NIF;13;No
NVDLC04AutoSaveTrigger;0400D285;1;0;;NVDLC04AutoSaveTriggerSCRIPT;;;286;No
NVDLC04Road01WomenBarracksCodeHolder;0400D2B3;1;0;Direct the Show;NVDLC04Road01WomenBarracksCodeHolderSCRIPT;;;121;No
NVDLC04EDETerminalLeverLaunch;0400D2DA;1;0;Terminal Lever;NVDLC04LaunchControlLeverSCRIPT;;NVDLC04\Clutter\consoles\NVDLC04EdEInterfaceConsoleButtonDirty.NIF;27;No
NVDLC04EDETerminalLeverTemple;0400D2DB;0;0;Terminal Lever;;;NVDLC04\Clutter\consoles\NVDLC04EdEInterfaceConsoleButton.NIF;0;No
NVDLC04AudioLogUlyssesWhiteLegs2Trigger;0400D57B;1;0;;NVDLC04AudioLogUlyssesWhiteLegs2TriggerSCRIPT;;;162;No
NVDLC04AudioLogUlyssesBigMT2Trigger;0400D57C;1;0;;NVDLC04AudioLogUlyssesBigMT2TriggerSCRIPT;;;116;No
NVDLC04AudioLogUlyssesBigMT3Trigger;0400D589;1;0;;NVDLC04AudioLogUlyssesBigMT3TriggerSCRIPT;;;183;No
NVDLC04AudioLogUlyssesWhiteLegs3Trigger;0400D58A;1;0;;NVDLC04AudioLogUlyssesWhiteLegs3TriggerSCRIPT;;;224;No
NVDLC04AudioLogUlyssesBigMT1Trigger;0400D58B;1;0;;NVDLC04AudioLogUlyssesBigMT1TriggerSCRIPT;;;209;No
NVDLC04AudioLogUlyssesWhiteLegs1Trigger;0400D58C;1;0;;NVDLC04AudioLogUlyssesWhiteLegs1TriggerSCRIPT;;;180;No
NVDLC04Divide2Ambush01;0400D783;1;0;Gas Valve;NVDLC04Divide2Ambush01SCRIPT;;;148;No
NVDLC04DivideBladeGrenade;0400D784;1;0;Gas Valve;NVDLC04DivideBladeGrenadeSCRIPT;;;285;No
NVDLC04Divide2Ambush02;0400D785;1;0;Gas Valve;NVDLC04Divide2Ambush02SCRIPT;;;208;No
NVDLC04LaserDetonatorActivator;0400D793;1;0;Laser Detonator;NVDLC04Road01LaserDetonatorActivatorSCRIPT;;NVDLC04\Clutter\NVDLC04LaserDetonatorSTATIC.NIF;13;No
NVDLC04SunstoneWave2Trigger;0400D90F;1;0;Sunstone Wave 2 Trigger;NVDLC04SunstoneWave2TriggerSCRIPT;;;214;No
NVDLC04Road01MMRushEVPTrigger;0400D95C;1;0;Snap out of it;NVDLC04Road01MMRushEVPTriggerSCRIPT;;;167;No
NVDLC04RadiationHealTrigger;0400DA81;24;0;;NVDLC04RadiationHealTriggerSCRIPT;;;2236;No
NVDLC04Road01DetonatorOnTrigger;0400DB00;3;0;;NVDLC04Road01MMCamp01DetonatorOnTriggerSCRIPT;;;540;No
NVDLC04UlyssesTrigger4;0400DBF1;1;0;Road01 Ulysses EDE Trigger;NVDLC04UlyssesTrigger4SCRIPT;;;346;No
NVDLC04UlyssesFake1Trigger;0400DC43;1;0;;NVDLC04UlyssesFake1TriggerSCRIPT;;;863;No
NVDLC04RALPHIEPosterActivator;0400DC64;20;0;RALPHIE Poster;NVDLC04RALPHIEPosterTriggerSCRIPT;;NVDLC04\Clutter\Posters\NVDLC04RalphiePoster.NIF;77;No
NVDLC04UlyssesFake2Trigger;0400DC69;1;0;;NVDLC04UlyssesFake2TriggerSCRIPT;;;235;No
NVDLC04TunnelCodeSupport;0400DDC4;1;0;Support the Show;NVDLC04TunnelCodeSupportSCRIPT;;;284;No
NVDLC04Road02AmbushTrigger;0400DDD1;1;0;Deathclaw Ambush Trigger;NVDLC04Road02AmbushTriggerSCRIPT;;;164;No
NVDLC04Road01MMBossCampRavagerAttackTrigger;0400E0F7;1;0;Snap out of it;NVDLC04Road01MMBossCampRavAttackTriggerSCRIPT;;;268;No
NVDLC04BowieKnifeUniqueStatic;0400E105;1;0;Outback Blade;NVDLC04BowieKnifeUniqueStaticSCRIPT;;NVDLC04\Weapons\1handmelee\BowieKnife\NVDLC04BowieKnifeSTATIC.NIF;18;No
NVDLC04Silo02Floor01AwakenBotTrigger;0400E10A;2;0;Awaken Bot;NVDLC04Silo02Floor01AwakenBotTriggerSCRIPT;;;198;No
MQ09SpeechTrigger1;06003403;2;0;;MQ09SpeechTrigger1Script;;;148;No
MS15DeclarationFinal;06003A7A;0;0;Declaration of Independence;MS15DeclarationFinalRefScript;;Clutter\QuestItems\MS15DeclarationofIndependence.NIF;24;No
MS15BillofRightsFinal;06003A7C;0;0;Bill of Rights;;;Clutter\QuestItems\MS15BillofRights.NIF;23;No
MS15MagnaCarta;06003A7D;0;0;Magna Carta;;;Clutter\QuestItems\MS15MagnaCarta.NIF;23;No
MS15Constitution;06003A7E;0;0;Constitution of the United States;;;Clutter\QuestItems\MS15Constitution.NIF;24;No
Terminal01;06003AA8;0;0;Hack Terminal;MS16TerminalSCRIPT;;Terminals\Terminal01.NIF;43;No
Terminal02;06003AAD;0;0;Hack Terminal;MS16TerminalSCRIPT;;Terminals\Terminal02.NIF;76;No
MegatonBomb;06003BC8;1;0;Undetonated Atomic Bomb;MS11BombScript;;Architecture\Megaton\MegatonAtomicBomb.NIF;523;No
DrinkToilet;06014AB3;488;1;Toilet;;d5TerribleWater20r4h;Clutter\Bathroom\Toilet01.NIF;60;No
FallsChurchTrigPlayerBox03;06014FF8;1;0;;FallsChurchTrigPlayerBox03SCRIPT;;;0;No
FallsChurchTrigPlayerBox04;06015594;1;0;;FallsChurchTrigPlayerBox04SCRIPT;;;0;No
ParkingMeter01;06015666;85;0;Parking Meter;ParkingMeter01SCRIPT;;Architecture\Urban\StreetDressing\ParkingMeter01.NIF;65;No
DrinkTowerPipe01;0601566B;11;1;Water Tower Valve;;d4BadWater10r20h;Architecture\Wasteland\WaterTowerPipes01.NIF;199;No
LLBackDoorPulley01;060185D6;1;0;Pulley;LLBackdoorPulleyScript;;Dungeons\Caves\Lamplight\WoodenSwitch.NIF;18;No
LLBackDoorPulley02;060185D7;1;0;Pulley;LLBackdoorPulleyScript;;Dungeons\Caves\Lamplight\WoodenSwitch.NIF;18;No
TenpennyGate;06018648;1;0;;TenpennyGateScript;;Architecture\Urban\TenPenGate01.NIF;238;No
RRExtMainEntranceDoor02;06018E81;1;0;;RRExtMainEntranceDoor02SCRIPT;;Dungeons\Enclave\Custom\EnclaveMainEntranceDoor01.NIF;241;No
TenpennyGateSwitch;06019053;1;0;Intercom;TenpennyGateSwitchScript;;Clutter\Consoles\Intercom01.NIF;21;No
PortaShelter01;06019498;22;0;Pulowski Preservation Shelter;PortaShelter01Script;;Architecture\Urban\StreetDressing\PortaShelter01.NIF;169;No
MQ05FuseBox;06019FF8;2;0;Auxiliary Power Fuse Box;MQ05FuseBoxScript;;Clutter\QuestItems\MQ05Fusebox.NIF;59;Yes
MQ05MainframeControlPanel;06019FFB;2;0;Mainframe Power Switch;MQ05MainframeControlScript;;Clutter\GenElecSwitch01.NIF;18;No
VintageRadioEnclave01;0601A32F;9;0;Radio;;;Clutter\VintageRadio\VintageRadio01.NIF;30;No
MQ09SpeechTrigger2;0601A7FA;3;0;;MQ09SpeechTrigger2Script;;;368;No
EvergreenMillsElectricBox01;0601B466;1;0;;EvergreenMillsElectricBox01SCRIPT;;Clutter\ElectricBox\ElectricBox1.NIF;122;No
ArmoredVaultSuitMountedACTIVATOR;0601C2AD;0;0;Armored Vault Suit;ArmoredVaultSuitMountedSCRIPT;;Armor\VaultSuitArmor\M\ArmorMounted.NIF;76;No
MQ05GarzaTriggerWall;0601D27A;1;0;;MQ05GarzaTriggerWallScript;;Triggers\TrigPlayerWall01.NIF;250;Yes
MQ01LDstageTrig50;0601D43D;1;0;;MQ01cityAmbushSCRIPT;;Triggers\TrigPlayerBox01.NIF;324;No
TrigActorWall01;0601D58E;2;0;;;;Triggers\TrigActorWall01.NIF;0;No
MegatonGateHouse01;0601D6AD;1;0;;MegatonGate01Script;;Architecture\Megaton\MegatonGateHouse01.NIF;952;No
DemoTerminal01;0601D706;0;0;Hack Terminal;;;Terminals\Terminal01.NIF;43;No
DrinkWaterfountain;0601E017;151;0;Water Fountain;;d3AverageWater6r24h;Clutter\Office\WaterCooler01.NIF;53;No
MS09ArefuArrivalTrigger;0601E4F4;1;0;;MS09ArefuArrivalTriggerScript;;;0;No
DrinkSinkCleaner;0601E75F;10;0;Sink;;d1PurifiedWater0r30h;Clutter\Bathroom\SinkCleaner01.NIF;52;No
DrinkToiletCleaner;0601E766;4;0;Toilet;;d1PurifiedWater0r30h;Clutter\Bathroom\ToiletCleaner01.NIF;60;No
MQ01cueGNNattackTrig;0601E9A4;1;0;;MQ01GNNExplosions01SCRIPT;;Triggers\TrigPlayerWall01.NIF;250;No
MQ01LDstageTrig65;0601E9A8;1;0;;MQ01LDStageTrig65SCRIPT;;Triggers\TrigPlayerBox04.NIF;324;No
MS11Detonator;0601E9AA;1;0;Remote Detonator;MS11DetonatorSCRIPT;;Clutter\BriefcaseDetonator\BriefcaseDetonator01.NIF;43;Yes
MS12ArgumentTrigger;0601EE57;1;0;;MS12ArgumentTriggerScript;;;250;No
ProtectronPodLightPanel01;0601EF3F;2;0;;;;Clutter\ProtectronPod\ProtectronPodLightPanel01.NIF;56;No
DemoMetroRoachesEnabler;0601EFE8;1;0;;DemoRoachesEnablerSCRIPT;;Triggers\TrigPlayerBox03.NIF;324;No
MQ01LDstageTrig75;0601F0B1;1;0;;MQ01LDStageTrig75SCRIPT;;Triggers\TrigPlayerWall01.NIF;250;No
DemoMetroTriggerA;0601F495;3;0;;DemoMetroTriggerASCRIPT;;Triggers\TrigPlayerBox01.NIF;324;No
DemoMetroTriggerB;0601F4AB;1;0;;DemoMetroTriggerBSCRIPT;;Triggers\TrigPlayerBox01.NIF;324;No
